Unnamed: 0,date,waste_smc,msw_rec,dig_feed,dig_feed_1,disposal_A,disposal_B,dig_press,dig_level,balloon_a,balloon_b,engine_running_hrs,total_power_gene,export_power,gas_consumption,sfc,raw_msw_TS,raw_msw_VS,raw_msw_MC,ac_02_TS,ac_02_VS,ac_02_MC,ac_02_sand,ac_02_CN,ac_02_cod,digester_feed_TS,digester_feed_VS,digester_feed_MC,digester_feed_PH,digester_feed_VFA,digester_feed_ALK,digester_feed_VA,digester_feed_EC,digester_feed_Temp,digester_feed_COD,digester_recycle_TS,digester_recycle_VS,digester_recycle_MC,digester_recycle_PH,digester_recycle_VFA,digester_recycle_ALK,digester_recycle_VA,digester_recycle_EC,digester_recycle_Temp,digester_recycle_TOC,digester_disposal_TS,digester_disposal_VS,digester_disposal_MC,digester_disposal_PH,digester_disposal_VFA,digester_disposal_ALK,digester_disposal_VA,digester_disposal_EC,digester_disposal_Temp,digester_disposal_TOC,biogas_clean_Methane%,biogas_clean_H2S(ppm),biogas_clean_Clean Biogas Methane%,biogas_clean_Clean Biogas H2S(ppm),biogas_clean_Dosing pH,biogas_clean_Scrubber pH
10,2022-03-11,249.225,249.225,0.0,29.54,0.0,0.0,0.0,15.445,0.0,0.85,7.35,3035.0,2025.0,1816.0,1.67,56.71,36.7,43.29,46.34,30.53,53.66,15.86,30.42,0.0,8.562039660056657,4.955675675675676,91.43801699716713,6.866972222222222,2754.4385474860337,5293.027374301676,0.5166480446927375,12.972478386167149,30.32555555555556,0.0,8.12,4.15,91.88,7.01,1380.0,4837.0,0.29,11.3,27.5,2.41,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,65.9,800.0,65.9,340.4494382022472,13.27710843373494,12.0
11,2022-03-12,250.315,250.315,0.0,62.41,0.0,0.0,0.0,15.445,0.5,0.55,6.35,2602.0,1800.0,1622.0,1.6,53.17469465648856,40.28032258064517,46.82522900763358,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,6.87,3.96,93.13,6.71,2070.0,4435.0,0.47,10.92,28.3,0.0,7.71,3.97,92.29,7.0,1380.0,4732.0,0.29,10.77,28.3,2.3,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,66.8,800.0,67.4,100.0,13.27710843373494,12.0
12,2022-03-13,218.11,218.11,0.0,61.28,0.0,0.0,0.0,15.445,0.1,0.9,10.1,3563.0,2250.0,2252.0,1.58,55.86,38.3,44.14,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,9.57,5.87,90.43,6.85,2115.0,4435.0,0.48,10.51,28.9,0.0,7.4,3.9,92.6,7.01,1200.0,4732.0,0.25,10.75,29.6,2.26,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,66.6,800.0,65.8,700.0,13.27710843373494,9.988095238095235
13,2022-03-14,227.73,227.73,0.0,59.4,0.0,0.0,0.0,15.445,0.4,0.5,11.3,3774.0,2475.0,2283.0,1.65,51.58,30.21,48.42,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,8.562039660056657,4.955675675675676,91.43801699716713,6.866972222222222,2754.4385474860337,5293.027374301676,0.5166480446927375,12.972478386167149,30.32555555555556,0.0,7.51,3.87,92.49,7.1,1275.0,4802.0,0.27,10.25,29.8,2.24,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,65.6,600.0,67.0,100.0,13.27710843373494,12.0
14,2022-03-15,252.545,252.545,0.0,61.21,0.0,0.0,0.0,15.445,0.9,0.15,10.4,3670.0,2250.0,2232.0,1.64,53.17469465648856,40.28032258064517,46.82522900763358,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,8.562039660056657,4.955675675675676,91.43801699716713,6.866972222222222,2754.4385474860337,5293.027374301676,0.5166480446927375,12.972478386167149,30.32555555555556,0.0,7.46951388888889,3.98478527607362,92.52710648148148,6.984487471526195,2278.09383908046,5312.167908045977,0.425026908045977,13.125690476190476,31.4001138952164,2.302351097178684,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,64.25999999999999,549.009900990099,65.87419354838711,340.4494382022472,13.27710843373494,9.988095238095235
15,2022-03-16,119.335,119.335,0.0,54.34,0.0,0.0,0.0,15.445,0.85,0.9,8.25,2600.0,1575.0,1668.0,1.55,53.17469465648856,40.28032258064517,46.82522900763358,58.11,24.09,41.89,19.39,27.84,0.0,8.1,4.55,91.9,6.83,1650.0,4307.0,0.38,9.72,27.2,0.0,7.62,3.96,92.38,7.0,915.0,3970.0,0.23,10.37,27.3,2.29,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,65.6,600.0,67.3,340.4494382022472,13.27710843373494,12.0
16,2022-03-17,244.605,244.605,0.0,50.81,0.0,0.0,0.0,15.445,0.9,0.25,10.4,4111.0,2925.0,2384.0,1.72,57.45,39.8,42.55,50.33,32.84,49.67,5.21,29.19,0.0,8.92,4.94,91.08,6.84,1335.0,4475.0,0.3,9.72,29.6,0.0,8.16,4.35,91.84,7.0,810.0,4406.0,0.18,10.05,30.1,2.52,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,66.1,600.0,64.9,100.0,13.27710843373494,12.0
17,2022-03-18,242.995,242.995,0.0,60.65,0.0,0.0,0.0,15.445,0.1,0.85,10.2,4005.0,2700.0,2427.0,1.65,53.17469465648856,40.28032258064517,46.82522900763358,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,8.45,4.5,91.55,6.93,1455.0,4920.0,0.3,9.45,29.0,0.0,7.84,4.09,92.16,7.08,1230.0,4851.0,0.25,10.25,31.0,2.37,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,65.1,700.0,67.4,100.0,13.27710843373494,12.0
18,2022-03-19,238.26,238.26,0.0,48.74,0.0,80.0,0.0,15.445,0.0,0.85,8.4,3468.0,2475.0,2121.0,1.64,53.17469465648856,40.28032258064517,46.82522900763358,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,8.562039660056657,4.955675675675676,91.43801699716713,6.866972222222222,2754.4385474860337,5293.027374301676,0.5166480446927375,12.972478386167149,30.32555555555556,0.0,7.58,4.05,92.42,7.01,1560.0,4930.0,0.32,9.52,30.5,2.35,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,64.5,600.0,65.1,600.0,13.27710843373494,9.988095238095235
19,2022-03-20,216.29,216.29,0.0,59.02,0.0,100.0,0.0,15.445,0.85,0.6,4.4,1626.0,900.0,1044.0,1.55,61.51,42.35,38.49,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,8.562039660056657,4.955675675675676,91.43801699716713,6.866972222222222,2754.4385474860337,5293.027374301676,0.5166480446927375,12.972478386167149,30.32555555555556,0.0,7.98,4.26,92.02,7.0,1050.0,4722.0,0.22,9.32,29.6,2.47,9.14,4.84,90.86,7.0,1275.0,4890.6,0.26,9.39,30.5,2.81,64.6,600.0,65.2,500.0,13.27710843373494,7.0
20,2022-03-21,229.975,229.975,0.0,63.04,0.0,10.0,0.0,15.445,0.6,0.7,12.45,4509.0,2925.0,2824.0,1.59,65.41,46.36,34.59,60.44,37.81,39.56,18.65,28.04,0.0,8.71,4.9,91.29,6.91,2115.0,4495.0,0.47,9.12,29.2,0.0,8.4,4.75,91.6,6.96,1650.0,4475.0,0.37,9.49,31.0,2.75,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,65.7,700.0,65.6,700.0,13.27710843373494,9.988095238095235
21,2022-03-22,219.345,219.345,0.0,27.64,0.0,0.0,0.0,15.445,0.1,0.8,9.5,3466.0,2250.0,2350.0,1.47,53.17469465648856,40.28032258064517,46.82522900763358,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,8.562039660056657,4.955675675675676,91.43801699716713,6.866972222222222,2754.4385474860337,5293.027374301676,0.5166480446927375,12.972478386167149,30.32555555555556,0.0,7.46951388888889,3.98478527607362,92.52710648148148,6.984487471526195,2278.09383908046,5312.167908045977,0.425026908045977,13.125690476190476,31.4001138952164,2.302351097178684,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,64.25999999999999,549.009900990099,65.87419354838711,340.4494382022472,13.27710843373494,9.988095238095235
22,2022-03-23,220.755,220.755,0.0,36.96,0.0,0.0,0.0,15.445,0.85,0.4,5.3,2135.0,1575.0,1304.0,1.63,62.17,42.79,37.83,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,8.22,4.6,91.78,6.75,2400.0,4712.0,0.51,8.7,29.9,0.0,7.98,4.08,92.02,6.95,1650.0,4425.0,0.37,9.09,31.5,2.37,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,65.4,600.0,66.6,100.0,13.27710843373494,12.0
23,2022-03-24,257.295,257.295,0.0,38.02,0.0,0.0,0.0,16.05,0.25,0.85,9.2,3151.0,1800.0,1714.0,1.79,53.17469465648856,40.28032258064517,46.82522900763358,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,8.4,4.5,91.6,7.02,1725.0,4703.0,0.37,8.26,31.0,0.0,8.03,4.2,91.97,7.1,1110.0,4188.0,0.27,8.25,31.6,2.44,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,66.2,600.0,67.4,100.0,13.27710843373494,12.0
24,2022-03-25,241.665,241.665,0.0,53.59,0.0,0.0,0.0,15.445,0.3,0.7,13.3,3900.0,2250.0,2600.0,1.5,53.17469465648856,40.28032258064517,46.82522900763358,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,8.562039660056657,4.955675675675676,91.43801699716713,6.866972222222222,2754.4385474860337,5293.027374301676,0.5166480446927375,12.972478386167149,30.32555555555556,0.0,7.46951388888889,3.98478527607362,92.52710648148148,6.984487471526195,2278.09383908046,5312.167908045977,0.425026908045977,13.125690476190476,31.4001138952164,2.302351097178684,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,64.25999999999999,549.009900990099,65.87419354838711,340.4494382022472,13.27710843373494,9.988095238095235
25,2022-03-26,250.58,250.58,0.0,25.9,0.0,0.0,0.0,15.445,0.7,0.85,10.3,1351.0,0.0,1040.0,1.29,53.17469465648856,40.28032258064517,46.82522900763358,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,8.562039660056657,4.955675675675676,91.43801699716713,6.866972222222222,2754.4385474860337,5293.027374301676,0.5166480446927375,12.972478386167149,30.32555555555556,0.0,7.46951388888889,3.98478527607362,92.52710648148148,6.984487471526195,2278.09383908046,5312.167908045977,0.425026908045977,13.125690476190476,31.4001138952164,2.302351097178684,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,64.25999999999999,549.009900990099,65.87419354838711,340.4494382022472,13.27710843373494,9.988095238095235
26,2022-03-27,237.0,237.0,0.0,8.14,0.0,0.0,0.0,15.445,0.6,0.55,0.0,0.0,0.0,0.0,0.0,64.1,44.18,35.9,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,8.562039660056657,4.955675675675676,91.43801699716713,6.866972222222222,2754.4385474860337,5293.027374301676,0.5166480446927375,12.972478386167149,30.32555555555556,0.0,7.46951388888889,3.98478527607362,92.52710648148148,7.11,675.0,4356.0,0.15,8.04,31.5,2.302351097178684,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,66.6,600.0,66.9,600.0,13.27710843373494,7.0
27,2022-03-28,247.02,247.02,0.0,23.62,0.0,0.0,0.0,15.445,0.0,0.85,8.0,1399.0,1088.2769230769231,1000.0,1.39,53.17469465648856,40.28032258064517,46.82522900763358,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,8.562039660056657,4.955675675675676,91.43801699716713,6.866972222222222,2754.4385474860337,5293.027374301676,0.5166480446927375,12.972478386167149,30.32555555555556,0.0,7.46951388888889,3.98478527607362,92.52710648148148,6.984487471526195,2278.09383908046,5312.167908045977,0.425026908045977,13.125690476190476,31.4001138952164,2.302351097178684,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,64.25999999999999,549.009900990099,65.87419354838711,340.4494382022472,13.27710843373494,9.988095238095235
28,2022-03-29,223.61,223.61,0.0,30.91,0.0,0.0,0.0,15.445,0.0,0.6,14.4,1997.0,1088.2769230769231,1537.0,1.2,53.17469465648856,40.28032258064517,46.82522900763358,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,8.562039660056657,4.955675675675676,91.43801699716713,6.866972222222222,2754.4385474860337,5293.027374301676,0.5166480446927375,12.972478386167149,30.32555555555556,0.0,7.46951388888889,3.98478527607362,92.52710648148148,6.984487471526195,2278.09383908046,5312.167908045977,0.425026908045977,13.125690476190476,31.4001138952164,2.302351097178684,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,64.25999999999999,549.009900990099,65.87419354838711,340.4494382022472,13.27710843373494,9.988095238095235
29,2022-03-30,224.2,224.2,0.0,37.93,0.0,0.0,0.0,15.445,0.85,0.8,7.05,1183.0,1088.2769230769231,910.0,1.3,53.17469465648856,40.28032258064517,46.82522900763358,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,8.562039660056657,4.955675675675676,91.43801699716713,6.866972222222222,2754.4385474860337,5293.027374301676,0.5166480446927375,12.972478386167149,30.32555555555556,0.0,7.46951388888889,3.98478527607362,92.52710648148148,6.984487471526195,2278.09383908046,5312.167908045977,0.425026908045977,13.125690476190476,31.4001138952164,2.302351097178684,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,64.25999999999999,549.009900990099,65.87419354838711,340.4494382022472,13.27710843373494,9.988095238095235
30,2022-03-31,258.835,258.835,0.0,35.0,0.0,0.0,0.0,15.445,0.0,0.85,11.1,5268.0,4050.0,2970.0,1.7,53.17469465648856,40.28032258064517,46.82522900763358,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,8.562039660056657,4.955675675675676,91.43801699716713,6.866972222222222,2754.4385474860337,5293.027374301676,0.5166480446927375,12.972478386167149,30.32555555555556,0.0,7.46951388888889,3.98478527607362,92.52710648148148,6.984487471526195,2278.09383908046,5312.167908045977,0.425026908045977,13.125690476190476,31.4001138952164,2.302351097178684,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,64.25999999999999,549.009900990099,65.87419354838711,340.4494382022472,13.27710843373494,9.988095238095235
31,2022-04-01,251.485,251.485,0.0,31.76,0.0,0.0,0.0,15.445,0.85,0.5,5.0,2048.0,1575.0,1192.0,1.71,63.58,42.66,36.42,52.42,34.22,47.58,13.53,20.399000000000004,0.0,8.562039660056657,4.955675675675676,91.43801699716713,7.12,1305.0,4742.0,0.28,7.68,30.7,0.0,7.46951388888889,3.98478527607362,92.52710648148148,7.13,1005.0,4752.0,0.21,8.41,32.2,2.302351097178684,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,64.2,500.0,66.0,340.4494382022472,13.27710843373494,12.0
32,2022-04-02,247.98,247.98,0.0,49.39,0.0,0.0,0.0,15.445,0.0,0.75,10.1,4329.0,3150.0,2611.0,1.65,53.17469465648856,40.28032258064517,46.82522900763358,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,8.562039660056657,4.955675675675676,91.43801699716713,6.866972222222222,2754.4385474860337,5293.027374301676,0.5166480446927375,12.972478386167149,30.32555555555556,0.0,7.46951388888889,3.98478527607362,92.52710648148148,6.984487471526195,2278.09383908046,5312.167908045977,0.425026908045977,13.125690476190476,31.4001138952164,2.302351097178684,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,64.25999999999999,549.009900990099,65.87419354838711,340.4494382022472,13.27710843373494,9.988095238095235
33,2022-04-03,230.98,230.98,0.0,68.9,0.0,0.0,0.0,15.445,0.85,0.6,11.0,3880.0,2475.0,2487.0,1.56,61.5,37.91,38.5,57.72,37.13,42.28,14.26,20.399000000000004,0.0,8.562039660056657,4.955675675675676,91.43801699716713,6.86,1470.0,4356.0,0.34,7.47,30.9,0.0,7.94,4.13,92.06,7.17,1170.0,4712.0,0.25,8.02,32.9,2.4,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,64.8,500.0,64.3,500.0,13.27710843373494,9.988095238095235
34,2022-04-04,253.11,253.11,0.0,73.18,0.0,0.0,0.0,15.445,0.9,0.75,12.45,3700.0,2250.0,2514.0,1.47,53.17469465648856,40.28032258064517,46.82522900763358,52.54665338645418,29.766176870748303,47.45334661354582,15.985251798561151,20.399000000000004,0.0,10.32,6.03,89.68,6.7,2835.0,5079.0,0.56,7.51,31.3,0.0,9.17,4.71,90.83,7.03,900.0,4772.0,0.19,7.4,32.5,2.73,9.327441860465116,4.6884,90.67255813953489,7.090114942528736,2317.8402380952384,5727.723333333333,0.4086904761904761,12.950117647058825,29.840344827586208,2.556304347826087,64.9,700.0,65.6,340.4494382022472,13.27710843373494,12.0
