Date,WASTE_SMC,MSW_REC,DIG_FEED_B,DIG_FEED_B_1,DISPOSAL_A,DISPOSAL_B,BALLOON_A,BALLOON_B,ENGINE_RUNNING_HRS,TOTAL_POWER_GENE,EXPORT_POWER,GAS_CONSUMPTION,SFC,Raw_MSW_TS,Raw_MSW_VS,Raw_MSW_MC,AC_02_TS,AC_02_VS,AC_02_MC,AC_02_Sand,AC_02_CN,Digester_Feed_TS,Digester_Feed_VS,Digester_Feed_MC,Digester_Feed_pH,Digester_Feed_VFA,Digester_Feed_ALK,Digester_Feed_VA,Digester_Feed_EC,Digester_Feed_Temp,Digester_Recycle_TS,Digester_Recycle_VS,Digester_Recycle_MC,Digester_Recycle_pH,Digester_Recycle_VFA,Digester_Recycle_ALK,Digester_Recycle_VA,Digester_Recycle_EC,Digester_Recycle_Temp,Digester_Recycle_TOC,Digester_Disposal_TS,Digester_Disposal_VS,Digester_Disposal_MC,Digester_Disposal_pH,Digester_Disposal_VFA,Digester_Disposal_ALK,Digester_Disposal_VA,Digester_Disposal_EC,Digester_Disposal_Temp,Digester_Disposal_TOC,Biogas_Digester_B_Outlet_Methane_pct,Biogas_Digester_B_Outlet_H2S_ppm,Biogas_Clean_Biogas_Methane_pct,Biogas_Clean_Biogas_H2S_ppm,Biogas_Dosing_pH,Biogas_Scrubber_pH,Dig_press_a,Dig_press_b,Dig_level_a,Dig_level_b
2022-03-01,202.015,202.015,0.0,53.37,0.0,0.0,0.3,0.6,9.4,3103.0,2250.0,1747.0,1.77,58.04,40.09,41.96,55.54,31.41,44.46,18.34,29.77,8.28,4.81,91.72,7.24,1605.0,4746.0,0.34,9.37,26.4,7.06,3.78,92.94,7.1,1020.0,4453.0,0.23,9.2,27.8,2.19,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,1000.0,65.8,700.0,14.0,10.0,0.0,7.1,7.11,15.52
2022-03-02,229.77,229.77,0.0,43.52,0.0,0.0,0.0,0.8,7.3,3011.0,2025.0,1691.0,1.78,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.8,4.41,92.2,6.98,1095.0,4615.0,0.24,9.41,28.3,2.56,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,800.0,65.8,800.0,14.0,8.0,0.0,6.5,7.11,15.61
2022-03-03,247.61,247.61,0.0,51.34,0.0,50.0,0.75,0.6,5.3,1842.0,1125.0,1049.0,1.75,64.93,45.24,35.07,52.535,29.585,47.465,15.98,16.47,7.79,4.18,92.21,6.95,1770.0,4463.0,0.4,8.77,28.8,7.03,3.68,92.97,7.04,1050.0,4544.0,0.23,9.13,29.3,2.13,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,700.0,65.8,600.0,14.0,10.0,0.0,6.5,7.11,15.55
2022-03-04,229.855,229.855,0.0,48.16,0.0,0.0,0.65,0.55,6.0,2467.0,1800.0,1320.0,1.86,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,9.93,5.32,90.07,6.99,1020.0,4959.0,0.21,8.54,29.2,8.8,4.5,91.2,7.04,750.0,4979.0,0.15,8.72,29.4,2.61,7.62,4.12,92.38,7.08,1470.0,4726.04,0.31,9.23,26.2,2.39,65.0,700.0,65.8,300.0,14.0,14.0,0.0,6.5,7.11,15.36
2022-03-05,245.81,245.81,0.0,26.13,0.0,50.0,0.0,0.8,6.4,3062.0,2250.0,1630.0,1.87,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,500.0,65.8,400.0,14.0,10.0,0.0,5.4,7.11,15.35
2022-03-06,208.13,208.13,0.0,7.24,0.0,0.0,0.1,0.8,2.35,1181.0,900.0,657.0,1.79,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.77,3.62,92.23,7.08,900.0,4878.0,0.18,12.0,29.3,2.1,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,400.0,65.8,300.0,14.0,14.0,0.0,5.2,7.11,15.33
2022-03-07,178.32,178.32,0.0,37.09,0.0,0.0,0.0,0.45,8.4,1461.0,0.0,1079.0,1.35,55.0,38.7,45.0,51.73,28.94,48.27,15.86,27.58,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.55,3.85,92.45,7.12,1050.0,4665.0,0.23,11.59,27.4,2.24,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,500.0,65.8,300.0,14.0,10.0,0.0,6.4,7.11,15.41
2022-03-08,238.75,238.75,0.0,36.65,0.0,0.0,0.55,0.05,9.1,1605.0,0.0,1125.0,1.42,56.71,36.7,43.29,46.34,30.53,53.66,15.86,30.42,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,8.12,4.15,91.88,7.01,1380.0,4837.0,0.29,11.3,27.5,2.41,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,700.0,65.8,700.0,14.0,7.0,0.0,5.2,7.02,15.47
2022-03-09,243.71,243.71,0.0,43.78,0.0,0.0,0.55,0.4,3.25,1916.0,1125.0,1009.0,1.89,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,6.87,3.96,93.13,6.71,2070.0,4435.0,0.47,10.92,28.3,7.71,3.97,92.29,7.0,1380.0,4732.0,0.29,10.77,28.3,2.3,7.29,3.92,92.71,7.01,975.0,4877.84,0.2,13.2,27.5,2.27,64.1,700.0,65.3,700.0,14.0,7.0,0.0,5.4,7.05,15.6
2022-03-10,225.69,225.69,0.0,56.08,0.0,50.0,0.55,0.4,8.1,3422.0,2475.0,1874.0,1.82,55.86,38.3,44.14,52.535,29.585,47.465,15.98,16.47,9.57,5.87,90.43,6.85,2115.0,4435.0,0.48,10.51,28.9,7.4,3.9,92.6,7.01,1200.0,4732.0,0.25,10.75,29.6,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.9,800.0,65.9,300.0,14.0,12.0,0.0,6.5,7.04,15.6
2022-03-11,249.225,249.225,0.0,29.54,0.0,0.0,0.0,0.85,7.35,3035.0,2025.0,1816.0,1.67,51.58,30.21,48.42,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.51,3.87,92.49,7.1,1275.0,4802.0,0.27,10.25,29.8,2.24,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,66.8,800.0,67.4,100.0,14.0,12.0,0.0,7.4,7.11,15.92
2022-03-12,250.315,250.315,0.0,62.41,0.0,0.0,0.5,0.55,6.35,2602.0,1800.0,1622.0,1.6,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,66.6,800.0,65.8,700.0,14.0,10.0,0.0,5.3,7.04,16.21
2022-03-13,218.11,218.11,0.0,61.28,0.0,0.0,0.1,0.9,10.1,3563.0,2250.0,2252.0,1.58,53.364999999999995,40.09,46.635000000000005,58.11,24.09,41.89,19.39,27.84,8.1,4.55,91.9,6.83,1650.0,4307.0,0.38,9.72,27.2,7.62,3.96,92.38,7.0,915.0,3970.0,0.23,10.37,27.3,2.29,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.6,600.0,67.0,100.0,14.0,12.0,0.0,6.4,7.04,16.35
2022-03-14,227.73,227.73,0.0,59.4,0.0,0.0,0.4,0.5,11.3,3774.0,2475.0,2283.0,1.65,57.45,39.8,42.55,50.33,32.84,49.67,5.21,29.19,8.92,4.94,91.08,6.84,1335.0,4475.0,0.3,9.72,29.6,8.16,4.35,91.84,7.0,810.0,4406.0,0.18,10.05,30.1,2.52,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,500.0,65.8,300.0,14.0,10.0,0.0,6.01,7.04,16.48
2022-03-15,252.545,252.545,0.0,61.21,0.0,0.0,0.9,0.15,10.4,3670.0,2250.0,2232.0,1.64,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.45,4.5,91.55,6.93,1455.0,4920.0,0.3,9.45,29.0,7.84,4.09,92.16,7.08,1230.0,4851.0,0.25,10.25,31.0,2.37,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.6,600.0,67.3,300.0,14.0,12.0,0.0,6.5,7.04,16.59
2022-03-16,119.335,119.335,0.0,54.34,0.0,0.0,0.85,0.9,8.25,2600.0,1575.0,1668.0,1.55,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.58,4.05,92.42,7.01,1560.0,4930.0,0.32,9.52,30.5,2.35,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,66.1,600.0,64.9,100.0,14.0,12.0,0.0,7.1,7.04,16.76
2022-03-17,244.605,244.605,0.0,50.81,0.0,0.0,0.9,0.25,10.4,4111.0,2925.0,2384.0,1.72,61.51,42.35,38.49,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.98,4.26,92.02,7.0,1050.0,4722.0,0.22,9.32,29.6,2.47,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.1,700.0,67.4,100.0,14.0,12.0,0.0,6.9,7.04,16.86
2022-03-18,242.995,242.995,0.0,60.65,0.0,0.0,0.1,0.85,10.2,4005.0,2700.0,2427.0,1.65,65.41,46.36,34.59,60.44,37.81,39.56,18.65,28.04,8.71,4.9,91.29,6.91,2115.0,4495.0,0.47,9.12,29.2,8.4,4.75,91.6,6.96,1650.0,4475.0,0.37,9.49,31.0,2.75,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,64.5,600.0,65.1,600.0,14.0,10.0,0.0,7.2,7.04,16.86
2022-03-19,238.26,238.26,0.0,48.74,0.0,80.0,0.0,0.85,8.4,3468.0,2475.0,2121.0,1.64,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,9.14,4.84,90.86,7.0,1275.0,4890.6,0.26,9.39,30.5,2.81,64.6,600.0,65.2,500.0,14.0,7.0,0.0,7.6,7.04,15.71
2022-03-20,216.29,216.29,0.0,59.02,0.0,100.0,0.85,0.6,4.4,1626.0,900.0,1044.0,1.55,62.17,42.79,37.83,52.535,29.585,47.465,15.98,16.47,8.22,4.6,91.78,6.75,2400.0,4712.0,0.51,8.7,29.9,7.98,4.08,92.02,6.95,1650.0,4425.0,0.37,9.09,31.5,2.37,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.7,700.0,65.6,700.0,14.0,10.0,0.0,7.5,7.04,15.57
2022-03-21,229.975,229.975,0.0,63.04,0.0,10.0,0.6,0.7,12.45,4509.0,2925.0,2824.0,1.59,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.4,4.5,91.6,7.02,1725.0,4703.0,0.37,8.26,31.0,8.03,4.2,91.97,7.1,1110.0,4188.0,0.27,8.25,31.6,2.44,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,500.0,65.8,300.0,14.0,10.0,0.0,7.8,7.04,15.92
2022-03-22,219.345,219.345,0.0,27.64,0.0,0.0,0.1,0.8,9.5,3466.0,2250.0,2350.0,1.47,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.4,600.0,66.6,100.0,14.0,12.0,0.0,7.8,7.04,15.96
2022-03-23,220.755,220.755,0.0,36.96,0.0,0.0,0.85,0.4,5.3,2135.0,1575.0,1304.0,1.63,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,66.2,600.0,67.4,100.0,14.0,12.0,0.0,7.4,7.07,15.96
2022-03-24,257.295,257.295,0.0,38.02,0.0,0.0,0.25,0.85,9.2,3151.0,1800.0,1714.0,1.79,64.1,44.18,35.9,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.11,675.0,4356.0,0.15,8.04,31.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,500.0,65.8,300.0,14.0,10.0,0.0,7.4,8.62,14.54
2022-03-25,241.665,241.665,0.0,53.59,0.0,0.0,0.3,0.7,13.3,3900.0,2250.0,2600.0,1.5,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,500.0,65.8,300.0,14.0,10.0,0.0,0.0,7.08,15.88
2022-03-26,250.58,250.58,0.0,25.9,0.0,0.0,0.7,0.85,10.3,1351.0,0.0,1040.0,1.29,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,66.6,600.0,66.9,600.0,14.0,7.0,0.0,8.0,7.07,15.96
2022-03-27,237.0,237.0,0.0,8.14,0.0,0.0,0.6,0.55,0.0,0.0,0.0,0.0,0.0,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,500.0,65.8,300.0,14.0,10.0,0.0,4.2,7.11,15.87
2022-03-28,247.02,247.02,0.0,23.62,0.0,0.0,0.0,0.85,8.0,1399.0,900.0,1000.0,1.39,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,500.0,65.8,300.0,14.0,10.0,0.0,6.7,7.11,15.46
2022-03-29,223.61,223.61,0.0,30.91,0.0,0.0,0.0,0.6,14.4,1997.0,900.0,1537.0,1.2,63.58,42.66,36.42,52.42,34.22,47.58,13.53,16.47,8.55,4.81,91.45,7.12,1305.0,4742.0,0.28,7.68,30.7,7.625,3.9,92.36500000000001,7.13,1005.0,4752.0,0.21,8.41,32.2,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,500.0,65.8,300.0,14.0,10.0,0.0,6.4,7.08,15.52
2022-03-30,224.2,224.2,0.0,37.93,0.0,0.0,0.85,0.8,7.05,1183.0,900.0,910.0,1.3,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,500.0,65.8,300.0,14.0,10.0,0.0,7.6,7.08,15.52
2022-03-31,258.835,258.835,0.0,35.0,0.0,0.0,0.0,0.85,11.1,5268.0,4050.0,2970.0,1.7,61.5,37.91,38.5,57.72,37.13,42.28,14.26,16.47,8.55,4.81,91.45,6.86,1470.0,4356.0,0.34,7.47,30.9,7.94,4.13,92.06,7.17,1170.0,4712.0,0.25,8.02,32.9,2.4,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,64.2,500.0,66.0,300.0,14.0,12.0,0.0,8.5,7.07,15.65
2022-04-01,251.485,251.485,0.0,31.76,0.0,0.0,0.85,0.5,5.0,2048.0,1575.0,1192.0,1.71,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,10.32,6.03,89.68,6.7,2835.0,5079.0,0.56,7.51,31.3,9.17,4.71,90.83,7.03,900.0,4772.0,0.19,7.4,32.5,2.73,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,500.0,65.8,300.0,14.0,10.0,0.0,8.1,7.08,15.57
2022-04-02,247.98,247.98,0.0,49.39,0.0,0.0,0.0,0.75,10.1,4329.0,3150.0,2611.0,1.65,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,64.8,500.0,64.3,500.0,14.0,10.0,0.0,6.5,7.04,15.58
2022-04-03,230.98,230.98,0.0,68.9,0.0,0.0,0.85,0.6,11.0,3880.0,2475.0,2487.0,1.56,67.23,45.72,32.77,55.06,34.56,44.94,12.61,28.61,12.63,7.31,87.37,6.9,2280.0,5049.0,0.45,6.86,33.0,10.35,5.64,89.65,7.02,1335.0,4802.0,0.28,6.88,33.6,3.27,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,64.9,700.0,65.6,300.0,14.0,12.0,0.0,6.4,7.07,15.72
2022-04-04,253.11,253.11,0.0,73.18,0.0,0.0,0.9,0.75,12.45,3700.0,2250.0,2514.0,1.47,64.16,40.66,35.84,52.535,29.585,47.465,15.98,16.47,10.88,6.22,89.12,7.02,2775.0,5253.0,0.53,6.4,32.4,10.09,5.6,89.91,7.11,1785.0,5243.0,0.34,6.32,32.8,3.25,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,500.0,65.8,300.0,14.0,10.0,0.0,8.5,7.04,15.78
2022-04-05,251.585,251.585,0.0,71.63,0.0,0.0,0.9,0.65,12.55,5439.0,3600.0,3463.0,1.57,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,9.54,5.04,90.46,7.14,1260.0,4844.0,0.26,12.93,33.1,2.92,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,64.6,700.0,64.1,700.0,14.0,7.0,0.0,6.4,7.07,15.94
2022-04-06,255.82,255.82,0.0,69.72,0.0,0.0,0.0,0.05,19.0,6844.0,4275.0,4271.0,1.6,65.94,39.61,34.06,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,9.62,5.27,90.38,7.11,1470.0,4966.0,0.3,12.93,32.3,3.06,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,64.1,600.0,66.5,300.0,14.0,12.0,0.0,3.2,7.05,15.99
2022-04-07,240.105,240.105,0.0,70.48,0.0,0.0,0.15,0.85,8.3,3370.0,2025.0,1948.0,1.72,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,10.24,5.53,89.76,6.99,2310.0,4874.0,0.47,12.93,33.2,9.16,5.25,90.84,7.12,1410.0,4864.0,0.29,12.93,33.3,3.05,9.76,5.09,90.24,7.13,1680.0,4966.4,0.34,12.06,33.6,2.95,66.1,600.0,66.7,300.0,14.0,12.0,0.0,6.4,7.08,16.1
2022-04-08,245.625,245.625,0.0,59.84,0.0,50.0,0.9,0.9,9.1,4550.0,3150.0,2555.0,1.78,65.4,47.55,34.6,46.95,31.83,53.05,14.83,29.3,11.07,6.46,88.93,6.92,1830.0,4895.0,0.37,12.93,33.0,9.7,5.19,90.3,7.13,1500.0,4803.0,0.31,12.93,33.2,3.01,9.38,5.24,90.62,7.13,1500.0,5242.88,0.29,12.06,32.4,3.04,65.6,600.0,66.7,200.0,14.0,12.0,0.0,5.2,7.11,16.11
2022-04-09,265.825,265.825,0.0,56.08,0.0,80.0,0.3,0.9,12.15,5832.0,4050.0,3222.0,1.81,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,10.6,6.14,89.4,6.66,2295.0,4700.0,0.49,12.93,31.8,9.62,5.35,90.38,7.15,1230.0,4598.0,0.27,12.93,32.9,3.11,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.2,700.0,66.0,600.0,14.0,10.0,0.0,5.4,7.1,15.85
2022-04-10,235.035,235.035,0.0,53.76,0.0,0.0,0.9,0.5,10.35,4612.0,3375.0,2677.0,1.7,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,66.3,600.0,68.2,300.0,14.0,12.0,0.0,5.4,7.11,15.96
2022-04-11,264.0,264.0,0.0,59.79,0.0,0.0,0.0,0.95,14.1,5319.0,3375.0,3098.0,1.7,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.2,700.0,65.8,300.0,14.0,12.0,0.0,8.3,7.1,15.84
2022-04-12,275.75,275.75,0.0,48.025,0.0,0.0,0.9,0.2,10.45,4423.0,3150.0,3028.0,1.4,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.7,800.0,66.8,300.0,14.0,12.0,0.0,7.4,7.1,16.92
2022-04-13,260.13,260.13,0.0,43.84,0.0,70.0,0.4,0.4,12.0,4680.0,3150.0,2912.0,1.6,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,500.0,65.8,300.0,14.0,10.0,0.0,6.9,7.1,15.67
2022-04-14,90.13,90.13,0.0,29.6,0.0,0.0,0.2,0.9,9.55,3562.0,2475.0,2200.0,1.61,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.8,700.0,67.2,300.0,14.0,12.0,0.0,6.4,7.04,15.79
2022-04-15,266.96,266.96,0.0,57.55,0.0,0.0,0.2,0.85,9.45,3796.0,2475.0,2294.0,1.65,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,500.0,65.8,300.0,14.0,10.0,0.0,6.4,7.07,15.79
2022-04-16,273.595,273.595,0.0,34.8,0.0,0.0,0.1,0.8,7.45,3632.0,2700.0,2053.0,1.76,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,500.0,65.8,300.0,14.0,10.0,0.0,8.5,7.11,15.7
2022-04-17,164.165,164.165,0.0,13.48,0.0,0.0,0.0,0.9,6.0,2188.0,1800.0,1305.0,1.67,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,11.21,6.68,88.79,6.96,1530.0,4393.0,0.35,12.93,31.8,9.29,5.23,90.71,7.0,885.0,4372.0,0.21,12.93,32.3,3.03,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,500.0,65.8,300.0,14.0,10.0,0.0,6.5,7.11,15.38
2022-04-18,207.065,207.065,0.0,23.5,0.0,0.0,0.0,0.85,5.25,1902.0,1575.0,1124.0,1.67,67.85,46.66,32.15,54.59,26.65,45.41,16.19,26.73,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,9.47,4.91,90.53,7.03,1200.0,5345.0,0.22,12.93,33.9,2.85,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.0,500.0,65.8,300.0,14.0,10.0,0.0,6.7,7.11,15.35
2022-04-19,274.765,274.765,0.0,55.1,0.0,0.0,0.9,0.6,5.15,2003.0,1125.0,1153.0,1.73,53.364999999999995,40.09,46.635000000000005,52.535,29.585,47.465,15.98,16.47,8.55,4.81,91.45,6.95,2280.0,5134.0,0.45,12.93,30.3,7.625,3.9,92.36500000000001,7.05,1793.0,5190.0,0.34,12.93,30.5,2.26,8.465,4.13,91.535,7.14,1894.0,5424.0,0.34,12.06,30.0,2.36,65.8,800.0,66.2,300.0,14.0,12.0,0.0,4.2,7.11,15.57
